GEO.id,GEO.id2,GEO.display+AC0-label,total+AF8-households,total+AF8-owners,total+AF8-renters
1400000US36047025000,36047025000,+ACI-Census Tract 250, Kings County, New York+ACI-,502,290,212
1400000US36047025100,36047025100,+ACI-Census Tract 251, Kings County, New York+ACI-,1398,222,1176
1400000US36047025200,36047025200,+ACI-Census Tract 252, Kings County, New York+ACI-,1781,544,1237
1400000US36047025300,36047025300,+ACI-Census Tract 253, Kings County, New York+ACI-,1131,189,942
1400000US36047025400,36047025400,+ACI-Census Tract 254, Kings County, New York+ACI-,1184,475,709
1400000US36047025500,36047025500,+ACI-Census Tract 255, Kings County, New York+ACI-,1820,14,1806
1400000US36047025600,36047025600,+ACI-Census Tract 256, Kings County, New York+ACI-,995,490,505
1400000US36047025700,36047025700,+ACI-Census Tract 257, Kings County, New York+ACI-,654,118,536
1400000US36047025800,36047025800,+ACI-Census Tract 258, Kings County, New York+ACI-,1440,415,1025
1400000US36047025901,36047025901,+ACI-Census Tract 259.01, Kings County, New York+ACI-,631,109,522
1400000US36047025902,36047025902,+ACI-Census Tract 259.02, Kings County, New York+ACI-,1150,0,1150
1400000US36047026000,36047026000,+ACI-Census Tract 260, Kings County, New York+ACI-,1143,558,585
1400000US36047026100,36047026100,+ACI-Census Tract 261, Kings County, New York+ACI-,2071,425,1646
1400000US36047026200,36047026200,+ACI-Census Tract 262, Kings County, New York+ACI-,778,429,349
1400000US36047026300,36047026300,+ACI-Census Tract 263, Kings County, New York+ACI-,840,136,704
1400000US36047026400,36047026400,+ACI-Census Tract 264, Kings County, New York+ACI-,1644,549,1095
1400000US36047026500,36047026500,+ACI-Census Tract 265, Kings County, New York+ACI-,1412,333,1079
1400000US36047026600,36047026600,+ACI-Census Tract 266, Kings County, New York+ACI-,1099,340,759
1400000US36047026700,36047026700,+ACI-Census Tract 267, Kings County, New York+ACI-,1757,510,1247
1400000US36047026800,36047026800,+ACI-Census Tract 268, Kings County, New York+ACI-,1307,393,914
1400000US36047026900,36047026900,+ACI-Census Tract 269, Kings County, New York+ACI-,1150,293,857
1400000US36047027000,36047027000,+ACI-Census Tract 270, Kings County, New York+ACI-,902,270,632
1400000US36047027100,36047027100,+ACI-Census Tract 271, Kings County, New York+ACI-,1035,207,828
1400000US36047027200,36047027200,+ACI-Census Tract 272, Kings County, New York+ACI-,1119,367,752
1400000US36047027300,36047027300,+ACI-Census Tract 273, Kings County, New York+ACI-,1246,372,874
1400000US36047027400,36047027400,+ACI-Census Tract 274, Kings County, New York+ACI-,1004,430,574
1400000US36047027500,36047027500,+ACI-Census Tract 275, Kings County, New York+ACI-,1597,526,1071
1400000US36047027600,36047027600,+ACI-Census Tract 276, Kings County, New York+ACI-,1203,245,958
1400000US36047027700,36047027700,+ACI-Census Tract 277, Kings County, New York+ACI-,1607,214,1393
1400000US36047027800,36047027800,+ACI-Census Tract 278, Kings County, New York+ACI-,1203,377,826
1400000US36047027900,36047027900,+ACI-Census Tract 279, Kings County, New York+ACI-,1479,428,1051
1400000US36047028000,36047028000,+ACI-Census Tract 280, Kings County, New York+ACI-,620,333,287
1400000US36047028100,36047028100,+ACI-Census Tract 281, Kings County, New York+ACI-,1686,184,1502
1400000US36047028200,36047028200,+ACI-Census Tract 282, Kings County, New York+ACI-,1230,473,757
1400000US36047028300,36047028300,+ACI-Census Tract 283, Kings County, New York+ACI-,1416,91,1325
1400000US36047028400,36047028400,+ACI-Census Tract 284, Kings County, New York+ACI-,1271,253,1018
1400000US36047028501,36047028501,+ACI-Census Tract 285.01, Kings County, New York+ACI-,87,21,66
1400000US36047028502,36047028502,+ACI-Census Tract 285.02, Kings County, New York+ACI-,1172,10,1162
1400000US36047028600,36047028600,+ACI-Census Tract 286, Kings County, New York+ACI-,2027,149,1878
1400000US36047028700,36047028700,+ACI-Census Tract 287, Kings County, New York+ACI-,1018,207,811
1400000US36047028800,36047028800,+ACI-Census Tract 288, Kings County, New York+ACI-,1186,277,909
1400000US36047028900,36047028900,+ACI-Census Tract 289, Kings County, New York+ACI-,1341,166,1175
1400000US36047029000,36047029000,+ACI-Census Tract 290, Kings County, New York+ACI-,1539,389,1150
1400000US36047029100,36047029100,+ACI-Census Tract 291, Kings County, New York+ACI-,1053,306,747
1400000US36047029200,36047029200,+ACI-Census Tract 292, Kings County, New York+ACI-,907,251,656
1400000US36047029300,36047029300,+ACI-Census Tract 293, Kings County, New York+ACI-,1393,307,1086
1400000US36047029400,36047029400,+ACI-Census Tract 294, Kings County, New York+ACI-,611,114,497
1400000US36047029500,36047029500,+ACI-Census Tract 295, Kings County, New York+ACI-,1573,643,930
1400000US36047029600,36047029600,+ACI-Census Tract 296, Kings County, New York+ACI-,2024,623,1401
1400000US36047029700,36047029700,+ACI-Census Tract 297, Kings County, New York+ACI-,1495,561,934
1400000US36047029800,36047029800,+ACI-Census Tract 298, Kings County, New York+ACI-,1289,403,886
1400000US36047029900,36047029900,+ACI-Census Tract 299, Kings County, New York+ACI-,810,102,708
1400000US36047030000,36047030000,+ACI-Census Tract 300, Kings County, New York+ACI-,1224,425,799
1400000US36047030100,36047030100,+ACI-Census Tract 301, Kings County, New York+ACI-,986,327,659
1400000US36047030200,36047030200,+ACI-Census Tract 302, Kings County, New York+ACI-,1492,625,867
1400000US36047030300,36047030300,+ACI-Census Tract 303, Kings County, New York+ACI-,1620,273,1347
1400000US36047030400,36047030400,+ACI-Census Tract 304, Kings County, New York+ACI-,1473,497,976
1400000US36047030500,36047030500,+ACI-Census Tract 305, Kings County, New York+ACI-,2571,269,2302
1400000US36047030600,36047030600,+ACI-Census Tract 306, Kings County, New York+ACI-,636,302,334
1400000US36047030700,36047030700,+ACI-Census Tract 307, Kings County, New York+ACI-,1880,138,1742
1400000US36047030800,36047030800,+ACI-Census Tract 308, Kings County, New York+ACI-,719,260,459
1400000US36047030900,36047030900,+ACI-Census Tract 309, Kings County, New York+ACI-,705,108,597
1400000US36047031100,36047031100,+ACI-Census Tract 311, Kings County, New York+ACI-,1115,260,855
1400000US36047031300,36047031300,+ACI-Census Tract 313, Kings County, New York+ACI-,2117,224,1893
1400000US36047031400,36047031400,+ACI-Census Tract 314, Kings County, New York+ACI-,1899,1013,886
1400000US36047031500,36047031500,+ACI-Census Tract 315, Kings County, New York+ACI-,2243,248,1995
1400000US36047031701,36047031701,+ACI-Census Tract 317.01, Kings County, New York+ACI-,1368,195,1173
1400000US36047031702,36047031702,+ACI-Census Tract 317.02, Kings County, New York+ACI-,1502,419,1083
1400000US36047031900,36047031900,+ACI-Census Tract 319, Kings County, New York+ACI-,1335,301,1034
1400000US36047032100,36047032100,+ACI-Census Tract 321, Kings County, New York+ACI-,2032,130,1902
1400000US36047032300,36047032300,+ACI-Census Tract 323, Kings County, New York+ACI-,1412,179,1233
1400000US36047032500,36047032500,+ACI-Census Tract 325, Kings County, New York+ACI-,2481,178,2303
1400000US36047032600,36047032600,+ACI-Census Tract 326, Kings County, New York+ACI-,2330,183,2147
1400000US36047032700,36047032700,+ACI-Census Tract 327, Kings County, New York+ACI-,1256,257,999
1400000US36047032800,36047032800,+ACI-Census Tract 328, Kings County, New York+ACI-,958,470,488
1400000US36047032900,36047032900,+ACI-Census Tract 329, Kings County, New York+ACI-,2329,182,2147
1400000US36047033000,36047033000,+ACI-Census Tract 330, Kings County, New York+ACI-,1736,106,1630
1400000US36047033100,36047033100,+ACI-Census Tract 331, Kings County, New York+ACI-,1505,194,1311
1400000US36047033300,36047033300,+ACI-Census Tract 333, Kings County, New York+ACI-,1306,442,864
1400000US36047033500,36047033500,+ACI-Census Tract 335, Kings County, New York+ACI-,757,361,396
1400000US36047033600,36047033600,+ACI-Census Tract 336, Kings County, New York+ACI-,1353,760,593
1400000US36047033700,36047033700,+ACI-Census Tract 337, Kings County, New York+ACI-,1303,267,1036
1400000US36047033900,36047033900,+ACI-Census Tract 339, Kings County, New York+ACI-,1868,226,1642
1400000US36047034000,36047034000,+ACI-Census Tract 340, Kings County, New York+ACI-,656,0,656
1400000US36047034100,36047034100,+ACI-Census Tract 341, Kings County, New York+ACI-,1048,124,924
1400000US36047034200,36047034200,+ACI-Census Tract 342, Kings County, New York+ACI-,2664,57,2607
1400000US36047034300,36047034300,+ACI-Census Tract 343, Kings County, New York+ACI-,2058,168,1890
1400000US36047034500,36047034500,+ACI-Census Tract 345, Kings County, New York+ACI-,1091,310,781
1400000US36047034700,36047034700,+ACI-Census Tract 347, Kings County, New York+ACI-,1503,158,1345
1400000US36047034800,36047034800,+ACI-Census Tract 348, Kings County, New York+ACI-,710,131,579
1400000US36047034900,36047034900,+ACI-Census Tract 349, Kings County, New York+ACI-,2100,109,1991
1400000US36047035000,36047035000,+ACI-Census Tract 350, Kings County, New York+ACI-,1457,297,1160
1400000US36047035100,36047035100,+ACI-Census Tract 351, Kings County, New York+ACI-,1636,149,1487
1400000US36047035200,36047035200,+ACI-Census Tract 352, Kings County, New York+ACI-,471,0,471
1400000US36047035300,36047035300,+ACI-Census Tract 353, Kings County, New York+ACI-,1928,197,1731
1400000US36047035400,36047035400,+ACI-Census Tract 354, Kings County, New York+ACI-,2686,1678,1008
1400000US36047035500,36047035500,+ACI-Census Tract 355, Kings County, New York+ACI-,2085,139,1946
1400000US36047035601,36047035601,+ACI-Census Tract 356.01, Kings County, New York+ACI-,1391,537,854
1400000US36047035602,36047035602,+ACI-Census Tract 356.02, Kings County, New York+ACI-,2614,944,1670
1400000US36047035700,36047035700,+ACI-Census Tract 357, Kings County, New York+ACI-,962,24,938
1400000US36047035900,36047035900,+ACI-Census Tract 359, Kings County, New York+ACI-,2203,149,2054
1400000US36047036001,36047036001,+ACI-Census Tract 360.01, Kings County, New York+ACI-,1622,386,1236
1400000US36047036002,36047036002,+ACI-Census Tract 360.02, Kings County, New York+ACI-,2073,104,1969
1400000US36047036100,36047036100,+ACI-Census Tract 361, Kings County, New York+ACI-,1069,36,1033
1400000US36047036200,36047036200,+ACI-Census Tract 362, Kings County, New York+ACI-,1193,327,866
1400000US36047036300,36047036300,+ACI-Census Tract 363, Kings County, New York+ACI-,1572,299,1273
1400000US36047036400,36047036400,+ACI-Census Tract 364, Kings County, New York+ACI-,782,232,550
1400000US36047036501,36047036501,+ACI-Census Tract 365.01, Kings County, New York+ACI-,1161,87,1074
1400000US36047036502,36047036502,+ACI-Census Tract 365.02, Kings County, New York+ACI-,409,117,292
1400000US36047036600,36047036600,+ACI-Census Tract 366, Kings County, New York+ACI-,1389,339,1050
1400000US36047036700,36047036700,+ACI-Census Tract 367, Kings County, New York+ACI-,515,173,342
1400000US36047036900,36047036900,+ACI-Census Tract 369, Kings County, New York+ACI-,1817,291,1526
1400000US36047037000,36047037000,+ACI-Census Tract 370, Kings County, New York+ACI-,1529,1087,442
1400000US36047037100,36047037100,+ACI-Census Tract 371, Kings County, New York+ACI-,1629,558,1071
1400000US36047037300,36047037300,+ACI-Census Tract 373, Kings County, New York+ACI-,1484,348,1136
1400000US36047037401,36047037401,+ACI-Census Tract 374.01, Kings County, New York+ACI-,1809,679,1130
1400000US36047037402,36047037402,+ACI-Census Tract 374.02, Kings County, New York+ACI-,2014,185,1829
1400000US36047037500,36047037500,+ACI-Census Tract 375, Kings County, New York+ACI-,1137,153,984
1400000US36047037700,36047037700,+ACI-Census Tract 377, Kings County, New York+ACI-,1528,535,993
1400000US36047037900,36047037900,+ACI-Census Tract 379, Kings County, New York+ACI-,1391,408,983
1400000US36047038100,36047038100,+ACI-Census Tract 381, Kings County, New York+ACI-,1982,396,1586
1400000US36047038200,36047038200,+ACI-Census Tract 382, Kings County, New York+ACI-,2094,41,2053
1400000US36047038300,36047038300,+ACI-Census Tract 383, Kings County, New York+ACI-,1634,623,1011
1400000US36047038500,36047038500,+ACI-Census Tract 385, Kings County, New York+ACI-,1355,346,1009
1400000US36047038600,36047038600,+ACI-Census Tract 386, Kings County, New York+ACI-,1200,684,516
1400000US36047038700,36047038700,+ACI-Census Tract 387, Kings County, New York+ACI-,1379,380,999
1400000US36047038800,36047038800,+ACI-Census Tract 388, Kings County, New York+ACI-,1444,693,751
1400000US36047038900,36047038900,+ACI-Census Tract 389, Kings County, New York+ACI-,1152,366,786
1400000US36047039000,36047039000,+ACI-Census Tract 390, Kings County, New York+ACI-,788,512,276
1400000US36047039100,36047039100,+ACI-Census Tract 391, Kings County, New York+ACI-,1051,87,964
1400000US36047039200,36047039200,+ACI-Census Tract 392, Kings County, New York+ACI-,1022,391,631
1400000US36047039300,36047039300,+ACI-Census Tract 393, Kings County, New York+ACI-,1239,251,988
1400000US36047039400,36047039400,+ACI-Census Tract 394, Kings County, New York+ACI-,737,325,412
1400000US36047039500,36047039500,+ACI-Census Tract 395, Kings County, New York+ACI-,1162,260,902
1400000US36047039600,36047039600,+ACI-Census Tract 396, Kings County, New York+ACI-,709,301,408
1400000US36047039700,36047039700,+ACI-Census Tract 397, Kings County, New York+ACI-,1197,256,941
1400000US36047039800,36047039800,+ACI-Census Tract 398, Kings County, New York+ACI-,873,462,411
1400000US36047039900,36047039900,+ACI-Census Tract 399, Kings County, New York+ACI-,1272,157,1115
1400000US36047040000,36047040000,+ACI-Census Tract 400, Kings County, New York+ACI-,1118,438,680
1400000US36047040100,36047040100,+ACI-Census Tract 401, Kings County, New York+ACI-,1160,229,931
1400000US36047040200,36047040200,+ACI-Census Tract 402, Kings County, New York+ACI-,906,485,421
1400000US36047040300,36047040300,+ACI-Census Tract 403, Kings County, New York+ACI-,1301,298,1003
1400000US36047040400,36047040400,+ACI-Census Tract 404, Kings County, New York+ACI-,828,356,472
1400000US36047040500,36047040500,+ACI-Census Tract 405, Kings County, New York+ACI-,537,103,434
1400000US36047040600,36047040600,+ACI-Census Tract 406, Kings County, New York+ACI-,1152,457,695
1400000US36047040700,36047040700,+ACI-Census Tract 407, Kings County, New York+ACI-,0,0,0
1400000US36047040800,36047040800,+ACI-Census Tract 408, Kings County, New York+ACI-,1044,378,666
1400000US36047040900,36047040900,+ACI-Census Tract 409, Kings County, New York+ACI-,1254,226,1028
1400000US36047041000,36047041000,+ACI-Census Tract 410, Kings County, New York+ACI-,702,406,296
1400000US36047041100,36047041100,+ACI-Census Tract 411, Kings County, New York+ACI-,1134,174,960
1400000US36047041200,36047041200,+ACI-Census Tract 412, Kings County, New York+ACI-,1008,432,576
1400000US36047041300,36047041300,+ACI-Census Tract 413, Kings County, New York+ACI-,1378,294,1084
1400000US36047041401,36047041401,+ACI-Census Tract 414.01, Kings County, New York+ACI-,527,323,204
1400000US36047041402,36047041402,+ACI-Census Tract 414.02, Kings County, New York+ACI-,647,185,462
1400000US36047041500,36047041500,+ACI-Census Tract 415, Kings County, New York+ACI-,1231,294,937
1400000US36047041600,36047041600,+ACI-Census Tract 416, Kings County, New York+ACI-,727,332,395
1400000US36047041700,36047041700,+ACI-Census Tract 417, Kings County, New York+ACI-,1275,100,1175
1400000US36047041800,36047041800,+ACI-Census Tract 418, Kings County, New York+ACI-,748,250,498
1400000US36047041900,36047041900,+ACI-Census Tract 419, Kings County, New York+ACI-,1312,262,1050
1400000US36047042000,36047042000,+ACI-Census Tract 420, Kings County, New York+ACI-,519,239,280
1400000US36047042100,36047042100,+ACI-Census Tract 421, Kings County, New York+ACI-,1302,136,1166
1400000US36047042200,36047042200,+ACI-Census Tract 422, Kings County, New York+ACI-,1078,296,782
1400000US36047042300,36047042300,+ACI-Census Tract 423, Kings County, New York+ACI-,1315,110,1205
1400000US36047042400,36047042400,+ACI-Census Tract 424, Kings County, New York+ACI-,1264,322,942
1400000US36047042500,36047042500,+ACI-Census Tract 425, Kings County, New York+ACI-,1033,36,997
1400000US36047042600,36047042600,+ACI-Census Tract 426, Kings County, New York+ACI-,1473,456,1017
1400000US36047042700,36047042700,+ACI-Census Tract 427, Kings County, New York+ACI-,1716,84,1632
1400000US36047042800,36047042800,+ACI-Census Tract 428, Kings County, New York+ACI-,1454,543,911
1400000US36047042900,36047042900,+ACI-Census Tract 429, Kings County, New York+ACI-,1765,48,1717
1400000US36047043000,36047043000,+ACI-Census Tract 430, Kings County, New York+ACI-,1285,183,1102
1400000US36047043100,36047043100,+ACI-Census Tract 431, Kings County, New York+ACI-,1736,137,1599
1400000US36047043200,36047043200,+ACI-Census Tract 432, Kings County, New York+ACI-,1591,473,1118
1400000US36047043300,36047043300,+ACI-Census Tract 433, Kings County, New York+ACI-,1405,105,1300
1400000US36047043400,36047043400,+ACI-Census Tract 434, Kings County, New York+ACI-,1188,425,763
1400000US36047043500,36047043500,+ACI-Census Tract 435, Kings County, New York+ACI-,1437,272,1165
1400000US36047043600,36047043600,+ACI-Census Tract 436, Kings County, New York+ACI-,1614,543,1071
1400000US36047043700,36047043700,+ACI-Census Tract 437, Kings County, New York+ACI-,1710,271,1439
1400000US36047043800,36047043800,+ACI-Census Tract 438, Kings County, New York+ACI-,934,224,710
1400000US36047043900,36047043900,+ACI-Census Tract 439, Kings County, New York+ACI-,1294,267,1027
1400000US36047044000,36047044000,+ACI-Census Tract 440, Kings County, New York+ACI-,916,370,546
1400000US36047044100,36047044100,+ACI-Census Tract 441, Kings County, New York+ACI-,1854,154,1700
1400000US36047044200,36047044200,+ACI-Census Tract 442, Kings County, New York+ACI-,863,413,450
1400000US36047044300,36047044300,+ACI-Census Tract 443, Kings County, New York+ACI-,1837,95,1742
1400000US36047044400,36047044400,+ACI-Census Tract 444, Kings County, New York+ACI-,1167,480,687
1400000US36047044500,36047044500,+ACI-Census Tract 445, Kings County, New York+ACI-,1611,276,1335
1400000US36047044600,36047044600,+ACI-Census Tract 446, Kings County, New York+ACI-,691,315,376
1400000US36047044700,36047044700,+ACI-Census Tract 447, Kings County, New York+ACI-,793,78,715
1400000US36047044800,36047044800,+ACI-Census Tract 448, Kings County, New York+ACI-,742,342,400
1400000US36047044900,36047044900,+ACI-Census Tract 449, Kings County, New York+ACI-,1123,125,998
1400000US36047045000,36047045000,+ACI-Census Tract 450, Kings County, New York+ACI-,131,82,49
1400000US36047045200,36047045200,+ACI-Census Tract 452, Kings County, New York+ACI-,873,509,364
1400000US36047045300,36047045300,+ACI-Census Tract 453, Kings County, New York+ACI-,633,8,625
1400000US36047045400,36047045400,+ACI-Census Tract 454, Kings County, New York+ACI-,608,236,372
1400000US36047045600,36047045600,+ACI-Census Tract 456, Kings County, New York+ACI-,812,142,670
1400000US36047045800,36047045800,+ACI-Census Tract 458, Kings County, New York+ACI-,549,339,210
1400000US36047046000,36047046000,+ACI-Census Tract 460, Kings County, New York+ACI-,1245,469,776
1400000US36047046201,36047046201,+ACI-Census Tract 462.01, Kings County, New York+ACI-,1060,404,656
1400000US36047046202,36047046202,+ACI-Census Tract 462.02, Kings County, New York+ACI-,602,304,298
1400000US36047046400,36047046400,+ACI-Census Tract 464, Kings County, New York+ACI-,656,322,334
1400000US36047046800,36047046800,+ACI-Census Tract 468, Kings County, New York+ACI-,525,265,260
1400000US36047047000,36047047000,+ACI-Census Tract 470, Kings County, New York+ACI-,711,366,345
1400000US36047047200,36047047200,+ACI-Census Tract 472, Kings County, New York+ACI-,732,395,337
1400000US36047047400,36047047400,+ACI-Census Tract 474, Kings County, New York+ACI-,719,257,462
1400000US36047047600,36047047600,+ACI-Census Tract 476, Kings County, New York+ACI-,892,364,528
1400000US36047047700,36047047700,+ACI-Census Tract 477, Kings County, New York+ACI-,1742,442,1300
1400000US36047047800,36047047800,+ACI-Census Tract 478, Kings County, New York+ACI-,1126,374,752
1400000US36047048000,36047048000,+ACI-Census Tract 480, Kings County, New York+ACI-,1028,209,819
1400000US36047048100,36047048100,+ACI-Census Tract 481, Kings County, New York+ACI-,1360,163,1197
1400000US36047048200,36047048200,+ACI-Census Tract 482, Kings County, New York+ACI-,1872,323,1549
1400000US36047048400,36047048400,+ACI-Census Tract 484, Kings County, New York+ACI-,1633,414,1219
1400000US36047048500,36047048500,+ACI-Census Tract 485, Kings County, New York+ACI-,963,174,789
1400000US36047048600,36047048600,+ACI-Census Tract 486, Kings County, New York+ACI-,915,205,710
1400000US36047048800,36047048800,+ACI-Census Tract 488, Kings County, New York+ACI-,1376,471,905
1400000US36047048900,36047048900,+ACI-Census Tract 489, Kings County, New York+ACI-,1511,12,1499
1400000US36047049000,36047049000,+ACI-Census Tract 490, Kings County, New York+ACI-,1997,450,1547
1400000US36047049100,36047049100,+ACI-Census Tract 491, Kings County, New York+ACI-,2543,284,2259
1400000US36047049200,36047049200,+ACI-Census Tract 492, Kings County, New York+ACI-,1124,444,680
1400000US36047049300,36047049300,+ACI-Census Tract 493, Kings County, New York+ACI-,3218,109,3109
1400000US36047049400,36047049400,+ACI-Census Tract 494, Kings County, New York+ACI-,2039,594,1445
1400000US36047049500,36047049500,+ACI-Census Tract 495, Kings County, New York+ACI-,1266,274,992
1400000US36047049600,36047049600,+ACI-Census Tract 496, Kings County, New York+ACI-,1373,435,938
1400000US36047049700,36047049700,+ACI-Census Tract 497, Kings County, New York+ACI-,1469,248,1221
1400000US36047049800,36047049800,+ACI-Census Tract 498, Kings County, New York+ACI-,1674,560,1114
1400000US36047049900,36047049900,+ACI-Census Tract 499, Kings County, New York+ACI-,833,283,550
1400000US36047050000,36047050000,+ACI-Census Tract 500, Kings County, New York+ACI-,1447,654,793
1400000US36047050100,36047050100,+ACI-Census Tract 501, Kings County, New York+ACI-,1394,298,1096
1400000US36047050202,36047050202,+ACI-Census Tract 502.02, Kings County, New York+ACI-,1106,641,465
1400000US36047050300,36047050300,+ACI-Census Tract 503, Kings County, New York+ACI-,1209,373,836
1400000US36047050400,36047050400,+ACI-Census Tract 504, Kings County, New York+ACI-,2001,733,1268
1400000US36047050500,36047050500,+ACI-Census Tract 505, Kings County, New York+ACI-,1962,227,1735
1400000US36047050600,36047050600,+ACI-Census Tract 506, Kings County, New York+ACI-,1906,290,1616
1400000US36047050700,36047050700,+ACI-Census Tract 507, Kings County, New York+ACI-,496,93,403
1400000US36047050801,36047050801,+ACI-Census Tract 508.01, Kings County, New York+ACI-,1309,18,1291
1400000US36047050803,36047050803,+ACI-Census Tract 508.03, Kings County, New York+ACI-,876,25,851
1400000US36047050804,36047050804,+ACI-Census Tract 508.04, Kings County, New York+ACI-,2524,144,2380
1400000US36047050900,36047050900,+ACI-Census Tract 509, Kings County, New York+ACI-,655,182,473
1400000US36047051001,36047051001,+ACI-Census Tract 510.01, Kings County, New York+ACI-,1476,0,1476
1400000US36047051002,36047051002,+ACI-Census Tract 510.02, Kings County, New York+ACI-,1853,66,1787
1400000US36047051100,36047051100,+ACI-Census Tract 511, Kings County, New York+ACI-,1717,212,1505
1400000US36047051200,36047051200,+ACI-Census Tract 512, Kings County, New York+ACI-,2437,123,2314
1400000US36047051300,36047051300,+ACI-Census Tract 513, Kings County, New York+ACI-,1989,253,1736
1400000US36047051400,36047051400,+ACI-Census Tract 514, Kings County, New York+ACI-,2751,235,2516
1400000US36047051500,36047051500,+ACI-Census Tract 515, Kings County, New York+ACI-,745,256,489
1400000US36047051601,36047051601,+ACI-Census Tract 516.01, Kings County, New York+ACI-,1946,43,1903
1400000US36047051602,36047051602,+ACI-Census Tract 516.02, Kings County, New York+ACI-,1243,51,1192
1400000US36047051700,36047051700,+ACI-Census Tract 517, Kings County, New York+ACI-,1088,309,779
1400000US36047051800,36047051800,+ACI-Census Tract 518, Kings County, New York+ACI-,1385,468,917
1400000US36047051900,36047051900,+ACI-Census Tract 519, Kings County, New York+ACI-,2252,310,1942
1400000US36047052000,36047052000,+ACI-Census Tract 520, Kings County, New York+ACI-,1442,509,933
1400000US36047052300,36047052300,+ACI-Census Tract 523, Kings County, New York+ACI-,2369,228,2141
1400000US36047052500,36047052500,+ACI-Census Tract 525, Kings County, New York+ACI-,1160,72,1088
1400000US36047052600,36047052600,+ACI-Census Tract 526, Kings County, New York+ACI-,1769,211,1558
1400000US36047052700,36047052700,+ACI-Census Tract 527, Kings County, New York+ACI-,2381,118,2263
1400000US36047052800,36047052800,+ACI-Census Tract 528, Kings County, New York+ACI-,643,354,289
1400000US36047052900,36047052900,+ACI-Census Tract 529, Kings County, New York+ACI-,961,94,867
1400000US36047053000,36047053000,+ACI-Census Tract 530, Kings County, New York+ACI-,1134,308,826
1400000US36047053100,36047053100,+ACI-Census Tract 531, Kings County, New York+ACI-,1663,379,1284
1400000US36047053200,36047053200,+ACI-Census Tract 532, Kings County, New York+ACI-,927,532,395
1400000US36047053300,36047053300,+ACI-Census Tract 533, Kings County, New York+ACI-,1678,281,1397
1400000US36047053400,36047053400,+ACI-Census Tract 534, Kings County, New York+ACI-,1279,300,979
1400000US36047053500,36047053500,+ACI-Census Tract 535, Kings County, New York+ACI-,1097,100,997
1400000US36047053700,36047053700,+ACI-Census Tract 537, Kings County, New York+ACI-,696,133,563
1400000US36047053800,36047053800,+ACI-Census Tract 538, Kings County, New York+ACI-,2020,103,1917
1400000US36047053900,36047053900,+ACI-Census Tract 539, Kings County, New York+ACI-,821,99,722
1400000US36047054200,36047054200,+ACI-Census Tract 542, Kings County, New York+ACI-,1571,373,1198
1400000US36047054300,36047054300,+ACI-Census Tract 543, Kings County, New York+ACI-,168,0,168
1400000US36047054400,36047054400,+ACI-Census Tract 544, Kings County, New York+ACI-,1217,438,779
1400000US36047054500,36047054500,+ACI-Census Tract 545, Kings County, New York+ACI-,2321,164,2157
1400000US36047054600,36047054600,+ACI-Census Tract 546, Kings County, New York+ACI-,1876,312,1564
1400000US36047054700,36047054700,+ACI-Census Tract 547, Kings County, New York+ACI-,1572,164,1408
1400000US36047054800,36047054800,+ACI-Census Tract 548, Kings County, New York+ACI-,768,475,293
1400000US36047054900,36047054900,+ACI-Census Tract 549, Kings County, New York+ACI-,1350,292,1058
1400000US36047055000,36047055000,+ACI-Census Tract 550, Kings County, New York+ACI-,1465,307,1158
1400000US36047055100,36047055100,+ACI-Census Tract 551, Kings County, New York+ACI-,2328,383,1945
1400000US36047055200,36047055200,+ACI-Census Tract 552, Kings County, New York+ACI-,1379,347,1032
1400000US36047055300,36047055300,+ACI-Census Tract 553, Kings County, New York+ACI-,1430,304,1126
1400000US36047055400,36047055400,+ACI-Census Tract 554, Kings County, New York+ACI-,1535,230,1305
1400000US36047055500,36047055500,+ACI-Census Tract 555, Kings County, New York+ACI-,2574,674,1900
1400000US36047055600,36047055600,+ACI-Census Tract 556, Kings County, New York+ACI-,1251,451,800
1400000US36047055700,36047055700,+ACI-Census Tract 557, Kings County, New York+ACI-,1184,249,935
1400000US36047055800,36047055800,+ACI-Census Tract 558, Kings County, New York+ACI-,879,305,574
1400000US36047056000,36047056000,+ACI-Census Tract 560, Kings County, New York+ACI-,1433,464,969
1400000US36047056100,36047056100,+ACI-Census Tract 561, Kings County, New York+ACI-,1478,262,1216
1400000US36047056200,36047056200,+ACI-Census Tract 562, Kings County, New York+ACI-,547,523,24
1400000US36047056300,36047056300,+ACI-Census Tract 563, Kings County, New York+ACI-,2070,253,1817
1400000US36047056400,36047056400,+ACI-Census Tract 564, Kings County, New York+ACI-,958,782,176
1400000US36047056500,36047056500,+ACI-Census Tract 565, Kings County, New York+ACI-,1573,346,1227
1400000US36047056600,36047056600,+ACI-Census Tract 566, Kings County, New York+ACI-,1033,496,537
1400000US36047056800,36047056800,+ACI-Census Tract 568, Kings County, New York+ACI-,544,370,174
1400000US36047056900,36047056900,+ACI-Census Tract 569, Kings County, New York+ACI-,732,151,581
1400000US36047057000,36047057000,+ACI-Census Tract 570, Kings County, New York+ACI-,1438,1174,264
1400000US36047057100,36047057100,+ACI-Census Tract 571, Kings County, New York+ACI-,1904,412,1492
1400000US36047057200,36047057200,+ACI-Census Tract 572, Kings County, New York+ACI-,2174,16,2158
1400000US36047057300,36047057300,+ACI-Census Tract 573, Kings County, New York+ACI-,996,336,660
