GEO.id,GEO.id2,GEO.display+AC0-label,total+AF8-households,total+AF8-owners,total+AF8-renters
1400000US36081038100,36081038100,+ACI-Census Tract 381, Queens County, New York+ACI-,1818,615,1203
1400000US36081038301,36081038301,+ACI-Census Tract 383.01, Queens County, New York+ACI-,0,0,0
1400000US36081038302,36081038302,+ACI-Census Tract 383.02, Queens County, New York+ACI-,0,0,0
1400000US36081038400,36081038400,+ACI-Census Tract 384, Queens County, New York+ACI-,704,407,297
1400000US36081039400,36081039400,+ACI-Census Tract 394, Queens County, New York+ACI-,924,569,355
1400000US36081039800,36081039800,+ACI-Census Tract 398, Queens County, New York+ACI-,499,350,149
1400000US36081039900,36081039900,+ACI-Census Tract 399, Queens County, New York+ACI-,997,176,821
1400000US36081040000,36081040000,+ACI-Census Tract 400, Queens County, New York+ACI-,447,357,90
1400000US36081040100,36081040100,+ACI-Census Tract 401, Queens County, New York+ACI-,1739,248,1491
1400000US36081040200,36081040200,+ACI-Census Tract 402, Queens County, New York+ACI-,440,309,131
1400000US36081040300,36081040300,+ACI-Census Tract 403, Queens County, New York+ACI-,1727,374,1353
1400000US36081040400,36081040400,+ACI-Census Tract 404, Queens County, New York+ACI-,1318,729,589
1400000US36081040500,36081040500,+ACI-Census Tract 405, Queens County, New York+ACI-,809,123,686
1400000US36081040700,36081040700,+ACI-Census Tract 407, Queens County, New York+ACI-,1915,335,1580
1400000US36081040900,36081040900,+ACI-Census Tract 409, Queens County, New York+ACI-,1299,309,990
1400000US36081041100,36081041100,+ACI-Census Tract 411, Queens County, New York+ACI-,898,244,654
1400000US36081041300,36081041300,+ACI-Census Tract 413, Queens County, New York+ACI-,991,298,693
1400000US36081041400,36081041400,+ACI-Census Tract 414, Queens County, New York+ACI-,1256,518,738
1400000US36081041500,36081041500,+ACI-Census Tract 415, Queens County, New York+ACI-,1048,340,708
1400000US36081042400,36081042400,+ACI-Census Tract 424, Queens County, New York+ACI-,771,658,113
1400000US36081042600,36081042600,+ACI-Census Tract 426, Queens County, New York+ACI-,0,0,0
1400000US36081042700,36081042700,+ACI-Census Tract 427, Queens County, New York+ACI-,1221,283,938
1400000US36081043200,36081043200,+ACI-Census Tract 432, Queens County, New York+ACI-,399,334,65
1400000US36081043400,36081043400,+ACI-Census Tract 434, Queens County, New York+ACI-,482,395,87
1400000US36081043701,36081043701,+ACI-Census Tract 437.01, Queens County, New York+ACI-,877,285,592
1400000US36081043702,36081043702,+ACI-Census Tract 437.02, Queens County, New York+ACI-,2174,1080,1094
1400000US36081043900,36081043900,+ACI-Census Tract 439, Queens County, New York+ACI-,1236,283,953
1400000US36081044000,36081044000,+ACI-Census Tract 440, Queens County, New York+ACI-,1048,631,417
1400000US36081044301,36081044301,+ACI-Census Tract 443.01, Queens County, New York+ACI-,1341,170,1171
1400000US36081044302,36081044302,+ACI-Census Tract 443.02, Queens County, New York+ACI-,1296,423,873
1400000US36081044400,36081044400,+ACI-Census Tract 444, Queens County, New York+ACI-,966,230,736
1400000US36081044601,36081044601,+ACI-Census Tract 446.01, Queens County, New York+ACI-,1154,198,956
1400000US36081044602,36081044602,+ACI-Census Tract 446.02, Queens County, New York+ACI-,1404,195,1209
1400000US36081044800,36081044800,+ACI-Census Tract 448, Queens County, New York+ACI-,718,300,418
1400000US36081045000,36081045000,+ACI-Census Tract 450, Queens County, New York+ACI-,535,338,197
1400000US36081045200,36081045200,+ACI-Census Tract 452, Queens County, New York+ACI-,163,57,106
1400000US36081045400,36081045400,+ACI-Census Tract 454, Queens County, New York+ACI-,1475,626,849
1400000US36081045500,36081045500,+ACI-Census Tract 455, Queens County, New York+ACI-,4593,29,4564
1400000US36081045600,36081045600,+ACI-Census Tract 456, Queens County, New York+ACI-,327,221,106
1400000US36081045700,36081045700,+ACI-Census Tract 457, Queens County, New York+ACI-,960,522,438
1400000US36081045800,36081045800,+ACI-Census Tract 458, Queens County, New York+ACI-,654,221,433
1400000US36081045900,36081045900,+ACI-Census Tract 459, Queens County, New York+ACI-,1101,331,770
1400000US36081046000,36081046000,+ACI-Census Tract 460, Queens County, New York+ACI-,1905,281,1624
1400000US36081046100,36081046100,+ACI-Census Tract 461, Queens County, New York+ACI-,775,212,563
1400000US36081046200,36081046200,+ACI-Census Tract 462, Queens County, New York+ACI-,2095,594,1501
1400000US36081046300,36081046300,+ACI-Census Tract 463, Queens County, New York+ACI-,1063,293,770
1400000US36081046400,36081046400,+ACI-Census Tract 464, Queens County, New York+ACI-,481,306,175
1400000US36081046500,36081046500,+ACI-Census Tract 465, Queens County, New York+ACI-,925,170,755
1400000US36081046600,36081046600,+ACI-Census Tract 466, Queens County, New York+ACI-,1391,332,1059
1400000US36081046700,36081046700,+ACI-Census Tract 467, Queens County, New York+ACI-,2063,173,1890
1400000US36081046800,36081046800,+ACI-Census Tract 468, Queens County, New York+ACI-,1011,359,652
1400000US36081046900,36081046900,+ACI-Census Tract 469, Queens County, New York+ACI-,2757,409,2348
1400000US36081047000,36081047000,+ACI-Census Tract 470, Queens County, New York+ACI-,902,597,305
1400000US36081047100,36081047100,+ACI-Census Tract 471, Queens County, New York+ACI-,1392,265,1127
1400000US36081047200,36081047200,+ACI-Census Tract 472, Queens County, New York+ACI-,1321,567,754
1400000US36081047300,36081047300,+ACI-Census Tract 473, Queens County, New York+ACI-,1492,635,857
1400000US36081047500,36081047500,+ACI-Census Tract 475, Queens County, New York+ACI-,1496,402,1094
1400000US36081047600,36081047600,+ACI-Census Tract 476, Queens County, New York+ACI-,481,415,66
1400000US36081047800,36081047800,+ACI-Census Tract 478, Queens County, New York+ACI-,2087,1571,516
1400000US36081047900,36081047900,+ACI-Census Tract 479, Queens County, New York+ACI-,1677,686,991
1400000US36081048000,36081048000,+ACI-Census Tract 480, Queens County, New York+ACI-,690,502,188
1400000US36081048100,36081048100,+ACI-Census Tract 481, Queens County, New York+ACI-,2102,235,1867
1400000US36081048200,36081048200,+ACI-Census Tract 482, Queens County, New York+ACI-,388,258,130
1400000US36081048300,36081048300,+ACI-Census Tract 483, Queens County, New York+ACI-,1278,508,770
1400000US36081048400,36081048400,+ACI-Census Tract 484, Queens County, New York+ACI-,1548,988,560
1400000US36081048500,36081048500,+ACI-Census Tract 485, Queens County, New York+ACI-,1462,714,748
1400000US36081048900,36081048900,+ACI-Census Tract 489, Queens County, New York+ACI-,440,258,182
1400000US36081049200,36081049200,+ACI-Census Tract 492, Queens County, New York+ACI-,1739,471,1268
1400000US36081049301,36081049301,+ACI-Census Tract 493.01, Queens County, New York+ACI-,694,434,260
1400000US36081049302,36081049302,+ACI-Census Tract 493.02, Queens County, New York+ACI-,810,363,447
1400000US36081049500,36081049500,+ACI-Census Tract 495, Queens County, New York+ACI-,499,205,294
1400000US36081049600,36081049600,+ACI-Census Tract 496, Queens County, New York+ACI-,874,582,292
1400000US36081049700,36081049700,+ACI-Census Tract 497, Queens County, New York+ACI-,970,571,399
1400000US36081049900,36081049900,+ACI-Census Tract 499, Queens County, New York+ACI-,1548,739,809
1400000US36081050000,36081050000,+ACI-Census Tract 500, Queens County, New York+ACI-,1442,263,1179
1400000US36081050201,36081050201,+ACI-Census Tract 502.01, Queens County, New York+ACI-,407,258,149
1400000US36081050202,36081050202,+ACI-Census Tract 502.02, Queens County, New York+ACI-,380,306,74
1400000US36081050400,36081050400,+ACI-Census Tract 504, Queens County, New York+ACI-,582,412,170
1400000US36081050500,36081050500,+ACI-Census Tract 505, Queens County, New York+ACI-,589,177,412
1400000US36081050600,36081050600,+ACI-Census Tract 506, Queens County, New York+ACI-,430,357,73
1400000US36081050700,36081050700,+ACI-Census Tract 507, Queens County, New York+ACI-,1313,742,571
1400000US36081050800,36081050800,+ACI-Census Tract 508, Queens County, New York+ACI-,512,349,163
1400000US36081051000,36081051000,+ACI-Census Tract 510, Queens County, New York+ACI-,491,435,56
1400000US36081051100,36081051100,+ACI-Census Tract 511, Queens County, New York+ACI-,763,525,238
1400000US36081051200,36081051200,+ACI-Census Tract 512, Queens County, New York+ACI-,739,598,141
1400000US36081051300,36081051300,+ACI-Census Tract 513, Queens County, New York+ACI-,799,352,447
1400000US36081051500,36081051500,+ACI-Census Tract 515, Queens County, New York+ACI-,1209,807,402
1400000US36081051600,36081051600,+ACI-Census Tract 516, Queens County, New York+ACI-,565,380,185
1400000US36081051700,36081051700,+ACI-Census Tract 517, Queens County, New York+ACI-,706,241,465
1400000US36081051800,36081051800,+ACI-Census Tract 518, Queens County, New York+ACI-,597,508,89
1400000US36081052000,36081052000,+ACI-Census Tract 520, Queens County, New York+ACI-,462,358,104
1400000US36081052100,36081052100,+ACI-Census Tract 521, Queens County, New York+ACI-,661,348,313
1400000US36081052200,36081052200,+ACI-Census Tract 522, Queens County, New York+ACI-,518,399,119
1400000US36081052400,36081052400,+ACI-Census Tract 524, Queens County, New York+ACI-,559,462,97
1400000US36081052500,36081052500,+ACI-Census Tract 525, Queens County, New York+ACI-,684,373,311
1400000US36081052600,36081052600,+ACI-Census Tract 526, Queens County, New York+ACI-,545,365,180
1400000US36081052800,36081052800,+ACI-Census Tract 528, Queens County, New York+ACI-,448,267,181
1400000US36081053000,36081053000,+ACI-Census Tract 530, Queens County, New York+ACI-,682,507,175
1400000US36081053100,36081053100,+ACI-Census Tract 531, Queens County, New York+ACI-,1176,534,642
1400000US36081053200,36081053200,+ACI-Census Tract 532, Queens County, New York+ACI-,533,468,65
1400000US36081053401,36081053401,+ACI-Census Tract 534.01, Queens County, New York+ACI-,617,467,150
1400000US36081053500,36081053500,+ACI-Census Tract 535, Queens County, New York+ACI-,395,112,283
1400000US36081053601,36081053601,+ACI-Census Tract 536.01, Queens County, New York+ACI-,501,418,83
1400000US36081053800,36081053800,+ACI-Census Tract 538, Queens County, New York+ACI-,435,349,86
1400000US36081053900,36081053900,+ACI-Census Tract 539, Queens County, New York+ACI-,1400,636,764
1400000US36081054000,36081054000,+ACI-Census Tract 540, Queens County, New York+ACI-,1193,666,527
1400000US36081054200,36081054200,+ACI-Census Tract 542, Queens County, New York+ACI-,1470,1063,407
1400000US36081054500,36081054500,+ACI-Census Tract 545, Queens County, New York+ACI-,1239,141,1098
1400000US36081054700,36081054700,+ACI-Census Tract 547, Queens County, New York+ACI-,1458,250,1208
1400000US36081054800,36081054800,+ACI-Census Tract 548, Queens County, New York+ACI-,621,530,91
1400000US36081054900,36081054900,+ACI-Census Tract 549, Queens County, New York+ACI-,1647,46,1601
1400000US36081055100,36081055100,+ACI-Census Tract 551, Queens County, New York+ACI-,1657,146,1511
1400000US36081055200,36081055200,+ACI-Census Tract 552, Queens County, New York+ACI-,1035,414,621
1400000US36081055300,36081055300,+ACI-Census Tract 553, Queens County, New York+ACI-,765,113,652
1400000US36081055400,36081055400,+ACI-Census Tract 554, Queens County, New York+ACI-,754,418,336
1400000US36081055500,36081055500,+ACI-Census Tract 555, Queens County, New York+ACI-,671,123,548
1400000US36081055600,36081055600,+ACI-Census Tract 556, Queens County, New York+ACI-,662,587,75
1400000US36081055700,36081055700,+ACI-Census Tract 557, Queens County, New York+ACI-,1268,309,959
1400000US36081055800,36081055800,+ACI-Census Tract 558, Queens County, New York+ACI-,518,450,68
1400000US36081055900,36081055900,+ACI-Census Tract 559, Queens County, New York+ACI-,400,87,313
1400000US36081056000,36081056000,+ACI-Census Tract 560, Queens County, New York+ACI-,474,314,160
1400000US36081056100,36081056100,+ACI-Census Tract 561, Queens County, New York+ACI-,43,28,15
1400000US36081056200,36081056200,+ACI-Census Tract 562, Queens County, New York+ACI-,439,341,98
1400000US36081056400,36081056400,+ACI-Census Tract 564, Queens County, New York+ACI-,497,166,331
1400000US36081056500,36081056500,+ACI-Census Tract 565, Queens County, New York+ACI-,449,190,259
1400000US36081056600,36081056600,+ACI-Census Tract 566, Queens County, New York+ACI-,418,319,99
1400000US36081056700,36081056700,+ACI-Census Tract 567, Queens County, New York+ACI-,1417,899,518
1400000US36081056800,36081056800,+ACI-Census Tract 568, Queens County, New York+ACI-,1405,833,572
1400000US36081057700,36081057700,+ACI-Census Tract 577, Queens County, New York+ACI-,1302,405,897
1400000US36081057900,36081057900,+ACI-Census Tract 579, Queens County, New York+ACI-,591,176,415
1400000US36081058000,36081058000,+ACI-Census Tract 580, Queens County, New York+ACI-,1073,724,349
1400000US36081058100,36081058100,+ACI-Census Tract 581, Queens County, New York+ACI-,1078,380,698
1400000US36081058200,36081058200,+ACI-Census Tract 582, Queens County, New York+ACI-,1346,993,353
1400000US36081058300,36081058300,+ACI-Census Tract 583, Queens County, New York+ACI-,1262,419,843
1400000US36081058500,36081058500,+ACI-Census Tract 585, Queens County, New York+ACI-,1430,483,947
1400000US36081058700,36081058700,+ACI-Census Tract 587, Queens County, New York+ACI-,1363,304,1059
1400000US36081058900,36081058900,+ACI-Census Tract 589, Queens County, New York+ACI-,1532,185,1347
1400000US36081059000,36081059000,+ACI-Census Tract 590, Queens County, New York+ACI-,400,344,56
1400000US36081059100,36081059100,+ACI-Census Tract 591, Queens County, New York+ACI-,1975,215,1760
1400000US36081059200,36081059200,+ACI-Census Tract 592, Queens County, New York+ACI-,358,313,45
1400000US36081059300,36081059300,+ACI-Census Tract 593, Queens County, New York+ACI-,1503,512,991
1400000US36081059400,36081059400,+ACI-Census Tract 594, Queens County, New York+ACI-,480,385,95
1400000US36081059500,36081059500,+ACI-Census Tract 595, Queens County, New York+ACI-,1573,749,824
1400000US36081059600,36081059600,+ACI-Census Tract 596, Queens County, New York+ACI-,467,424,43
1400000US36081059800,36081059800,+ACI-Census Tract 598, Queens County, New York+ACI-,555,436,119
1400000US36081059900,36081059900,+ACI-Census Tract 599, Queens County, New York+ACI-,541,351,190
1400000US36081060000,36081060000,+ACI-Census Tract 600, Queens County, New York+ACI-,366,329,37
1400000US36081060100,36081060100,+ACI-Census Tract 601, Queens County, New York+ACI-,783,337,446
1400000US36081060300,36081060300,+ACI-Census Tract 603, Queens County, New York+ACI-,727,439,288
1400000US36081060600,36081060600,+ACI-Census Tract 606, Queens County, New York+ACI-,464,371,93
1400000US36081060701,36081060701,+ACI-Census Tract 607.01, Queens County, New York+ACI-,16,0,16
1400000US36081060800,36081060800,+ACI-Census Tract 608, Queens County, New York+ACI-,445,394,51
1400000US36081061000,36081061000,+ACI-Census Tract 610, Queens County, New York+ACI-,421,351,70
1400000US36081061200,36081061200,+ACI-Census Tract 612, Queens County, New York+ACI-,502,468,34
1400000US36081061301,36081061301,+ACI-Census Tract 613.01, Queens County, New York+ACI-,2084,449,1635
1400000US36081061302,36081061302,+ACI-Census Tract 613.02, Queens County, New York+ACI-,7,7,0
1400000US36081061400,36081061400,+ACI-Census Tract 614, Queens County, New York+ACI-,341,310,31
1400000US36081061601,36081061601,+ACI-Census Tract 616.01, Queens County, New York+ACI-,694,640,54
1400000US36081061602,36081061602,+ACI-Census Tract 616.02, Queens County, New York+ACI-,367,344,23
1400000US36081061800,36081061800,+ACI-Census Tract 618, Queens County, New York+ACI-,678,510,168
1400000US36081061900,36081061900,+ACI-Census Tract 619, Queens County, New York+ACI-,945,413,532
1400000US36081062000,36081062000,+ACI-Census Tract 620, Queens County, New York+ACI-,508,503,5
1400000US36081062100,36081062100,+ACI-Census Tract 621, Queens County, New York+ACI-,944,472,472
1400000US36081062200,36081062200,+ACI-Census Tract 622, Queens County, New York+ACI-,628,565,63
1400000US36081062300,36081062300,+ACI-Census Tract 623, Queens County, New York+ACI-,781,295,486
1400000US36081062400,36081062400,+ACI-Census Tract 624, Queens County, New York+ACI-,0,0,0
1400000US36081062500,36081062500,+ACI-Census Tract 625, Queens County, New York+ACI-,933,461,472
1400000US36081062600,36081062600,+ACI-Census Tract 626, Queens County, New York+ACI-,870,744,126
1400000US36081062700,36081062700,+ACI-Census Tract 627, Queens County, New York+ACI-,939,318,621
1400000US36081062900,36081062900,+ACI-Census Tract 629, Queens County, New York+ACI-,1050,326,724
1400000US36081063000,36081063000,+ACI-Census Tract 630, Queens County, New York+ACI-,534,483,51
1400000US36081063200,36081063200,+ACI-Census Tract 632, Queens County, New York+ACI-,684,599,85
1400000US36081063301,36081063301,+ACI-Census Tract 633.01, Queens County, New York+ACI-,577,342,235
1400000US36081063302,36081063302,+ACI-Census Tract 633.02, Queens County, New York+ACI-,526,348,178
1400000US36081063500,36081063500,+ACI-Census Tract 635, Queens County, New York+ACI-,871,513,358
1400000US36081063700,36081063700,+ACI-Census Tract 637, Queens County, New York+ACI-,1155,795,360
1400000US36081063800,36081063800,+ACI-Census Tract 638, Queens County, New York+ACI-,1033,847,186
1400000US36081063900,36081063900,+ACI-Census Tract 639, Queens County, New York+ACI-,1025,513,512
1400000US36081064101,36081064101,+ACI-Census Tract 641.01, Queens County, New York+ACI-,927,807,120
1400000US36081064102,36081064102,+ACI-Census Tract 641.02, Queens County, New York+ACI-,83,75,8
1400000US36081064500,36081064500,+ACI-Census Tract 645, Queens County, New York+ACI-,708,487,221
1400000US36081064600,36081064600,+ACI-Census Tract 646, Queens County, New York+ACI-,943,701,242
1400000US36081065000,36081065000,+ACI-Census Tract 650, Queens County, New York+ACI-,849,678,171
1400000US36081065400,36081065400,+ACI-Census Tract 654, Queens County, New York+ACI-,878,543,335
1400000US36081065501,36081065501,+ACI-Census Tract 655.01, Queens County, New York+ACI-,0,0,0
1400000US36081065600,36081065600,+ACI-Census Tract 656, Queens County, New York+ACI-,1515,863,652
1400000US36081065702,36081065702,+ACI-Census Tract 657.02, Queens County, New York+ACI-,730,391,339
1400000US36081065703,36081065703,+ACI-Census Tract 657.03, Queens County, New York+ACI-,1087,726,361
1400000US36081065900,36081065900,+ACI-Census Tract 659, Queens County, New York+ACI-,684,505,179
1400000US36081066000,36081066000,+ACI-Census Tract 660, Queens County, New York+ACI-,991,633,358
1400000US36081066100,36081066100,+ACI-Census Tract 661, Queens County, New York+ACI-,625,404,221
1400000US36081066300,36081066300,+ACI-Census Tract 663, Queens County, New York+ACI-,966,823,143
1400000US36081066400,36081066400,+ACI-Census Tract 664, Queens County, New York+ACI-,2892,1566,1326
1400000US36081066501,36081066501,+ACI-Census Tract 665.01, Queens County, New York+ACI-,1358,893,465
1400000US36081066701,36081066701,+ACI-Census Tract 667.01, Queens County, New York+ACI-,996,588,408
1400000US36081066900,36081066900,+ACI-Census Tract 669, Queens County, New York+ACI-,620,417,203
1400000US36081067100,36081067100,+ACI-Census Tract 671, Queens County, New York+ACI-,811,740,71
1400000US36081067700,36081067700,+ACI-Census Tract 677, Queens County, New York+ACI-,703,528,175
1400000US36081067900,36081067900,+ACI-Census Tract 679, Queens County, New York+ACI-,1687,415,1272
1400000US36081068000,36081068000,+ACI-Census Tract 680, Queens County, New York+ACI-,1476,1086,390
1400000US36081068200,36081068200,+ACI-Census Tract 682, Queens County, New York+ACI-,382,242,140
1400000US36081068300,36081068300,+ACI-Census Tract 683, Queens County, New York+ACI-,1591,620,971
1400000US36081068700,36081068700,+ACI-Census Tract 687, Queens County, New York+ACI-,1886,747,1139
1400000US36081069000,36081069000,+ACI-Census Tract 690, Queens County, New York+ACI-,1000,545,455
1400000US36081069300,36081069300,+ACI-Census Tract 693, Queens County, New York+ACI-,1202,252,950
1400000US36081069400,36081069400,+ACI-Census Tract 694, Queens County, New York+ACI-,1104,704,400
1400000US36081069500,36081069500,+ACI-Census Tract 695, Queens County, New York+ACI-,845,374,471
1400000US36081069701,36081069701,+ACI-Census Tract 697.01, Queens County, New York+ACI-,1767,293,1474
1400000US36081069702,36081069702,+ACI-Census Tract 697.02, Queens County, New York+ACI-,1553,896,657
1400000US36081070300,36081070300,+ACI-Census Tract 703, Queens County, New York+ACI-,734,522,212
1400000US36081070700,36081070700,+ACI-Census Tract 707, Queens County, New York+ACI-,913,726,187
1400000US36081070900,36081070900,+ACI-Census Tract 709, Queens County, New York+ACI-,993,598,395
1400000US36081071100,36081071100,+ACI-Census Tract 711, Queens County, New York+ACI-,2766,1719,1047
1400000US36081071303,36081071303,+ACI-Census Tract 713.03, Queens County, New York+ACI-,2751,864,1887
1400000US36081071304,36081071304,+ACI-Census Tract 713.04, Queens County, New York+ACI-,3038,1009,2029
1400000US36081071305,36081071305,+ACI-Census Tract 713.05, Queens County, New York+ACI-,2382,434,1948
1400000US36081071306,36081071306,+ACI-Census Tract 713.06, Queens County, New York+ACI-,2801,554,2247
1400000US36081071600,36081071600,+ACI-Census Tract 716, Queens County, New York+ACI-,0,0,0
1400000US36081071701,36081071701,+ACI-Census Tract 717.01, Queens County, New York+ACI-,2486,992,1494
1400000US36081071702,36081071702,+ACI-Census Tract 717.02, Queens County, New York+ACI-,1914,957,957
1400000US36081071900,36081071900,+ACI-Census Tract 719, Queens County, New York+ACI-,999,299,700
1400000US36081072100,36081072100,+ACI-Census Tract 721, Queens County, New York+ACI-,2168,980,1188
1400000US36081072300,36081072300,+ACI-Census Tract 723, Queens County, New York+ACI-,712,647,65
1400000US36081072900,36081072900,+ACI-Census Tract 729, Queens County, New York+ACI-,411,315,96
1400000US36081073100,36081073100,+ACI-Census Tract 731, Queens County, New York+ACI-,528,376,152
1400000US36081073700,36081073700,+ACI-Census Tract 737, Queens County, New York+ACI-,1038,361,677
1400000US36081073900,36081073900,+ACI-Census Tract 739, Queens County, New York+ACI-,2772,1293,1479
1400000US36081074100,36081074100,+ACI-Census Tract 741, Queens County, New York+ACI-,1547,995,552
1400000US36081074300,36081074300,+ACI-Census Tract 743, Queens County, New York+ACI-,1833,964,869
1400000US36081074500,36081074500,+ACI-Census Tract 745, Queens County, New York+ACI-,1505,296,1209
1400000US36081074700,36081074700,+ACI-Census Tract 747, Queens County, New York+ACI-,1364,665,699
1400000US36081074900,36081074900,+ACI-Census Tract 749, Queens County, New York+ACI-,540,474,66
1400000US36081075701,36081075701,+ACI-Census Tract 757.01, Queens County, New York+ACI-,2651,1436,1215
1400000US36081075702,36081075702,+ACI-Census Tract 757.02, Queens County, New York+ACI-,2205,1204,1001
1400000US36081076901,36081076901,+ACI-Census Tract 769.01, Queens County, New York+ACI-,2020,1112,908
1400000US36081076902,36081076902,+ACI-Census Tract 769.02, Queens County, New York+ACI-,661,152,509
1400000US36081077300,36081077300,+ACI-Census Tract 773, Queens County, New York+ACI-,1081,662,419
1400000US36081077500,36081077500,+ACI-Census Tract 775, Queens County, New York+ACI-,860,325,535
1400000US36081077902,36081077902,+ACI-Census Tract 779.02, Queens County, New York+ACI-,1636,1114,522
1400000US36081077903,36081077903,+ACI-Census Tract 779.03, Queens County, New York+ACI-,1096,535,561
1400000US36081077904,36081077904,+ACI-Census Tract 779.04, Queens County, New York+ACI-,2195,1065,1130
1400000US36081077905,36081077905,+ACI-Census Tract 779.05, Queens County, New York+ACI-,1114,838,276
1400000US36081077906,36081077906,+ACI-Census Tract 779.06, Queens County, New York+ACI-,1235,630,605
1400000US36081077907,36081077907,+ACI-Census Tract 779.07, Queens County, New York+ACI-,950,216,734
1400000US36081077908,36081077908,+ACI-Census Tract 779.08, Queens County, New York+ACI-,1409,111,1298
1400000US36081078800,36081078800,+ACI-Census Tract 788, Queens County, New York+ACI-,507,390,117
1400000US36081079000,36081079000,+ACI-Census Tract 790, Queens County, New York+ACI-,739,353,386
1400000US36081079200,36081079200,+ACI-Census Tract 792, Queens County, New York+ACI-,753,408,345
1400000US36081079300,36081079300,+ACI-Census Tract 793, Queens County, New York+ACI-,0,0,0
1400000US36081079701,36081079701,+ACI-Census Tract 797.01, Queens County, New York+ACI-,2805,890,1915
1400000US36081079702,36081079702,+ACI-Census Tract 797.02, Queens County, New York+ACI-,1607,403,1204
1400000US36081079900,36081079900,+ACI-Census Tract 799, Queens County, New York+ACI-,1004,440,564
1400000US36081080301,36081080301,+ACI-Census Tract 803.01, Queens County, New York+ACI-,1318,531,787
1400000US36081080302,36081080302,+ACI-Census Tract 803.02, Queens County, New York+ACI-,1071,779,292
1400000US36081080900,36081080900,+ACI-Census Tract 809, Queens County, New York+ACI-,2734,1993,741
1400000US36081081400,36081081400,+ACI-Census Tract 814, Queens County, New York+ACI-,974,712,262
1400000US36081081800,36081081800,+ACI-Census Tract 818, Queens County, New York+ACI-,1052,697,355
1400000US36081083700,36081083700,+ACI-Census Tract 837, Queens County, New York+ACI-,1539,999,540
1400000US36081083800,36081083800,+ACI-Census Tract 838, Queens County, New York+ACI-,1715,1159,556
1400000US36081084000,36081084000,+ACI-Census Tract 840, Queens County, New York+ACI-,1869,1367,502
1400000US36081084500,36081084500,+ACI-Census Tract 845, Queens County, New York+ACI-,1954,238,1716
1400000US36081084601,36081084601,+ACI-Census Tract 846.01, Queens County, New York+ACI-,792,470,322
1400000US36081084602,36081084602,+ACI-Census Tract 846.02, Queens County, New York+ACI-,274,177,97
1400000US36081084900,36081084900,+ACI-Census Tract 849, Queens County, New York+ACI-,2226,266,1960
1400000US36081085300,36081085300,+ACI-Census Tract 853, Queens County, New York+ACI-,1759,634,1125
1400000US36081085500,36081085500,+ACI-Census Tract 855, Queens County, New York+ACI-,2443,331,2112
1400000US36081085700,36081085700,+ACI-Census Tract 857, Queens County, New York+ACI-,1738,340,1398
1400000US36081085900,36081085900,+ACI-Census Tract 859, Queens County, New York+ACI-,1905,663,1242
1400000US36081086100,36081086100,+ACI-Census Tract 861, Queens County, New York+ACI-,828,377,451
1400000US36081086300,36081086300,+ACI-Census Tract 863, Queens County, New York+ACI-,2460,493,1967
1400000US36081086400,36081086400,+ACI-Census Tract 864, Queens County, New York+ACI-,800,448,352
1400000US36081086500,36081086500,+ACI-Census Tract 865, Queens County, New York+ACI-,1935,328,1607
1400000US36081086900,36081086900,+ACI-Census Tract 869, Queens County, New York+ACI-,765,134,631
1400000US36081087100,36081087100,+ACI-Census Tract 871, Queens County, New York+ACI-,900,138,762
1400000US36081088400,36081088400,+ACI-Census Tract 884, Queens County, New York+ACI-,2607,2013,594
1400000US36081088901,36081088901,+ACI-Census Tract 889.01, Queens County, New York+ACI-,4105,2283,1822
1400000US36081089200,36081089200,+ACI-Census Tract 892, Queens County, New York+ACI-,2617,2333,284
1400000US36081090700,36081090700,+ACI-Census Tract 907, Queens County, New York+ACI-,419,234,185
1400000US36081091601,36081091601,+ACI-Census Tract 916.01, Queens County, New York+ACI-,1520,1469,51
1400000US36081091602,36081091602,+ACI-Census Tract 916.02, Queens County, New York+ACI-,0,0,0
1400000US36081091800,36081091800,+ACI-Census Tract 918, Queens County, New York+ACI-,4,4,0
1400000US36081091900,36081091900,+ACI-Census Tract 919, Queens County, New York+ACI-,1747,758,989
1400000US36081092200,36081092200,+ACI-Census Tract 922, Queens County, New York+ACI-,755,670,85
1400000US36081092500,36081092500,+ACI-Census Tract 925, Queens County, New York+ACI-,1203,355,848
1400000US36081092800,36081092800,+ACI-Census Tract 928, Queens County, New York+ACI-,1163,1084,79
1400000US36081092900,36081092900,+ACI-Census Tract 929, Queens County, New York+ACI-,2228,724,1504
1400000US36081093401,36081093401,+ACI-Census Tract 934.01, Queens County, New York+ACI-,1334,888,446
1400000US36081093402,36081093402,+ACI-Census Tract 934.02, Queens County, New York+ACI-,1618,812,806
1400000US36081093800,36081093800,+ACI-Census Tract 938, Queens County, New York+ACI-,2174,420,1754
1400000US36081093900,36081093900,+ACI-Census Tract 939, Queens County, New York+ACI-,1586,1029,557
1400000US36081094201,36081094201,+ACI-Census Tract 942.01, Queens County, New York+ACI-,1287,283,1004
1400000US36081094202,36081094202,+ACI-Census Tract 942.02, Queens County, New York+ACI-,1644,572,1072
1400000US36081094203,36081094203,+ACI-Census Tract 942.03, Queens County, New York+ACI-,2685,1114,1571
1400000US36081094500,36081094500,+ACI-Census Tract 945, Queens County, New York+ACI-,1339,1066,273
1400000US36081094700,36081094700,+ACI-Census Tract 947, Queens County, New York+ACI-,763,346,417
